"f1","f2","label"
2049.60, 20.51,"blow"
2145.79, 20.02,"blow"
1323.57, 16.93,"blow"
2079.33, 22.40,"blow"
2291.47, 20.29,"blow"
1909.51, 18.27,"blow"
1568.60, 20.49,"blow"
1930.25, 19.96,"blow"
1998.15, 21.05,"blow"
2126.90, 20.14,"blow"
1794.29, 20.32,"blow"
1780.31, 18.95,"blow"
2007.54, 18.97,"blow"
1925.72, 18.45,"blow"
1973.00, 17.90,"blow"
2403.68, 22.39,"blow"
2064.14, 18.96,"blow"
2094.54, 20.24,"blow"
1764.52, 18.53,"blow"
2292.02, 21.08,"blow"
2363.68, 21.58,"blow"
1964.72, 21.68,"blow"
1894.79, 19.98,"blow"
1942.25, 20.26,"blow"
1793.47, 17.84,"blow"
2114.53, 19.51,"blow"
1999.74, 18.48,"blow"
2079.10, 19.54,"blow"
2161.81, 22.17,"blow"
1836.33, 19.78,"blow"
2068.60, 19.96,"blow"
201.07, 27.44,"nope"
157.40, 26.77,"nope"
159.38, 25.18,"nope"
169.86, 30.74,"nope"
138.11, 34.23,"nope"
127.17, 31.22,"nope"
124.71, 33.23,"nope"
130.66, 30.87,"nope"
188.66, 26.27,"nope"
157.97, 29.25,"nope"
111.51, 33.01,"nope"
161.87, 33.57,"nope"
115.72, 33.10,"nope"
143.74, 32.21,"nope"
116.80, 35.71,"nope"
140.62, 34.20,"nope"
124.92, 32.59,"nope"
125.37, 36.58,"nope"
145.50, 32.41,"nope"
123.91, 36.75,"nope"
130.85, 31.61,"nope"
120.14, 34.35,"nope"
137.50, 33.41,"nope"
126.67, 35.44,"nope"
119.66, 33.70,"nope"
151.55, 32.88,"nope"
122.20, 36.49,"nope"
113.72, 32.96,"nope"
140.77, 32.60,"nope"
137.18, 34.21,"nope"
126.64, 36.54,"nope"
116.55, 30.74,"nope"
151.26, 33.21,"nope"
117.04, 34.96,"nope"
121.31, 33.90,"nope"
140.28, 32.57,"nope"
130.07, 35.10,"nope"
11.14, 22.11,"nope"
6.44, 29.33,"nope"
1365.12, 14.57,"blow"
1597.64, 18.29,"blow"
1739.96, 16.38,"blow"
1413.78, 21.21,"blow"
1510.86, 16.11,"blow"
1554.77, 21.66,"blow"
2221.61, 21.98,"blow"
1992.37, 19.39,"blow"
2130.74, 20.75,"blow"
2185.72, 20.46,"blow"
2006.84, 20.08,"blow"
1582.54, 19.39,"blow"
2172.37, 22.65,"blow"
1764.57, 17.85,"blow"
1736.77, 17.17,"blow"
2373.42, 23.87,"blow"
2047.90, 20.84,"blow"
1922.50, 18.36,"blow"
1916.38, 20.45,"blow"
1986.22, 20.46,"blow"
1711.18, 23.72,"blow"
1959.47, 20.49,"blow"
1798.76, 22.95,"blow"
2149.18, 20.68,"blow"
2226.02, 22.19,"blow"
2081.32, 19.13,"blow"
2574.60, 23.81,"blow"
2330.99, 21.14,"blow"
2379.31, 22.39,"blow"
2464.22, 23.33,"blow"
2145.12, 19.71,"blow"
2178.69, 21.93,"blow"
2380.59, 21.98,"blow"
2307.09, 22.88,"blow"
2170.17, 23.50,"blow"
2123.06, 23.93,"blow"
2217.23, 23.39,"blow"
2319.46, 22.42,"blow"
2354.69, 22.66,"blow"
2152.94, 22.74,"blow"
1843.48, 20.88,"blow"
2199.75, 21.98,"blow"
2000.39, 25.10,"blow"
2209.30, 22.52,"blow"
1936.36, 21.14,"blow"
600.80, 14.06,"nope"
124.67, 21.85,"nope"
93.92, 27.58,"nope"
86.24, 29.73,"nope"
78.72, 33.49,"nope"
76.69, 32.10,"nope"
72.29, 32.21,"nope"
72.23, 34.34,"nope"
69.43, 33.63,"nope"
72.46, 35.71,"nope"
83.58, 29.61,"nope"
67.86, 33.48,"nope"
69.61, 32.69,"nope"
70.74, 35.08,"nope"
71.31, 33.21,"nope"
75.47, 34.60,"nope"
114.37, 26.00,"nope"
85.96, 31.14,"nope"
86.97, 31.37,"nope"
73.08, 31.54,"nope"
72.45, 34.55,"nope"
95.88, 27.44,"nope"
77.32, 31.80,"nope"
123.50, 22.32,"nope"
96.42, 26.16,"nope"
82.20, 31.15,"nope"
79.05, 32.82,"nope"
75.55, 30.36,"nope"
70.45, 34.21,"nope"
73.88, 32.95,"nope"
72.53, 32.80,"nope"
79.69, 33.52,"nope"
74.21, 33.16,"nope"
63.41, 35.79,"nope"
62.24, 33.68,"nope"
82.95, 30.80,"nope"
107.84, 25.28,"nope"
123.10, 21.74,"nope"
72.68, 29.98,"nope"
82.42, 29.50,"nope"
87.85, 27.14,"nope"
92.21, 29.25,"nope"
80.14, 30.60,"nope"
69.69, 35.71,"nope"
77.68, 31.98,"nope"
81.52, 31.65,"nope"
77.99, 30.70,"nope"
71.68, 31.57,"nope"
66.02, 33.70,"nope"
65.75, 36.22,"nope"
76.01, 30.91,"nope"
76.35, 34.45,"nope"
67.80, 32.65,"nope"
69.05, 32.33,"nope"
75.16, 32.35,"nope"
80.42, 31.37,"nope"
115.97, 22.17,"nope"
90.86, 25.63,"nope"
79.74, 30.51,"nope"
76.35, 31.58,"nope"
80.41, 29.66,"nope"
71.16, 31.73,"nope"
70.50, 32.99,"nope"
76.94, 32.10,"nope"
89.88, 31.80,"nope"
76.87, 33.27,"nope"
70.84, 33.18,"nope"
66.73, 34.01,"nope"
114.94, 23.87,"nope"
94.45, 26.56,"nope"
83.98, 29.43,"nope"
74.77, 31.80,"nope"
121.00, 23.84,"nope"
79.34, 31.95,"nope"
66.10, 34.04,"nope"
103.70, 25.48,"nope"
123.45, 22.59,"nope"
72.35, 28.39,"nope"
72.88, 32.01,"nope"
109.31, 21.37,"nope"
86.66, 26.43,"nope"
86.26, 27.40,"nope"
84.06, 28.28,"nope"
82.47, 29.30,"nope"
94.71, 26.19,"nope"
71.40, 31.59,"nope"
102.40, 23.55,"nope"
88.99, 27.95,"nope"
146.02, 20.63,"nope"
89.55, 27.84,"nope"
72.56, 31.52,"nope"
70.65, 33.12,"nope"
91.52, 28.88,"nope"
87.00, 30.87,"nope"
75.68, 32.81,"nope"
75.63, 31.90,"nope"
1290.72, 14.44,"blow"
1516.15, 16.38,"blow"
2044.47, 19.53,"blow"
2018.56, 20.04,"blow"
1995.44, 19.28,"blow"
2092.17, 18.91,"blow"
2105.36, 21.40,"blow"
1715.06, 18.28,"blow"
1776.47, 17.44,"blow"
2157.52, 20.54,"blow"
1649.55, 18.29,"blow"
2053.77, 18.99,"blow"
1875.98, 19.97,"blow"
2084.38, 19.59,"blow"
1899.59, 18.69,"blow"
2051.81, 19.07,"blow"
2073.78, 22.62,"blow"
2162.13, 20.29,"blow"
1752.01, 21.43,"blow"
2397.49, 20.25,"blow"
2282.51, 21.49,"blow"
2396.76, 20.12,"blow"
2004.29, 19.12,"blow"
2369.07, 20.99,"blow"
2229.34, 23.90,"blow"
2242.01, 21.47,"blow"
2275.20, 22.23,"blow"
2393.29, 20.69,"blow"
2237.40, 19.99,"blow"
2072.36, 20.10,"blow"
2356.97, 22.90,"blow"
1845.23, 19.91,"blow"
2024.80, 23.68,"blow"
2257.15, 23.20,"blow"
1974.24, 25.51,"blow"
2009.29, 25.91,"blow"
1943.95, 22.52,"blow"
2180.61, 23.58,"blow"
2211.74, 25.59,"blow"
2305.92, 25.97,"blow"
2238.84, 26.52,"blow"
1346.29, 18.44,"blow"
75.18, 30.86,"nope"
84.38, 30.26,"nope"
82.91, 30.70,"nope"
107.13, 23.44,"nope"
129.56, 23.07,"nope"
94.48, 29.42,"nope"
75.87, 31.18,"nope"
72.82, 31.62,"nope"
70.04, 35.43,"nope"
1316.76, 13.79,"blow"
1850.99, 21.65,"blow"
1942.05, 22.86,"blow"
1646.38, 20.27,"blow"
1466.45, 18.45,"blow"
1492.35, 22.06,"blow"
1910.52, 19.58,"blow"
1464.83, 19.78,"blow"
1675.92, 19.43,"blow"
1731.33, 20.41,"blow"
1766.86, 21.58,"blow"
1554.58, 22.11,"blow"
1538.87, 25.46,"blow"
1387.20, 23.01,"blow"
1905.30, 18.15,"blow"
1808.55, 20.64,"blow"
1938.05, 19.93,"blow"
1967.38, 19.37,"blow"
2019.65, 23.07,"blow"
1718.70, 17.23,"blow"
1862.85, 23.34,"blow"
1659.75, 17.67,"blow"
1031.21, 16.03,"nope"
105.28, 32.39,"nope"
105.70, 33.38,"nope"
104.38, 33.22,"nope"
125.35, 31.96,"nope"
136.81, 29.86,"nope"
145.84, 26.86,"nope"
129.80, 31.46,"nope"
159.79, 25.10,"nope"
108.18, 33.61,"nope"
131.42, 27.20,"nope"
132.21, 28.85,"nope"
104.69, 35.07,"nope"
111.71, 32.98,"nope"
134.01, 31.43,"nope"
126.43, 28.28,"nope"
124.02, 30.20,"nope"
150.42, 26.41,"nope"
132.80, 29.03,"nope"
126.12, 33.24,"nope"
162.35, 25.46,"nope"
135.72, 27.48,"nope"
130.37, 28.38,"nope"
113.00, 34.12,"nope"
107.72, 33.42,"nope"
137.64, 32.57,"nope"
99.61, 32.53,"nope"
123.63, 26.80,"nope"
125.23, 28.44,"nope"
133.36, 32.12,"nope"
119.29, 33.51,"nope"
111.38, 32.46,"nope"
112.33, 33.29,"nope"
159.30, 26.83,"nope"
131.93, 28.83,"nope"
1796.56, 16.04,"blow"
1702.56, 19.78,"blow"
2266.08, 22.41,"blow"
2421.54, 22.87,"blow"
2440.70, 23.85,"blow"
2460.73, 22.41,"blow"
2090.91, 23.08,"blow"
2295.99, 21.68,"blow"
2342.78, 22.89,"blow"
2369.11, 22.18,"blow"
2365.71, 24.43,"blow"
2358.44, 20.82,"blow"
2366.28, 21.85,"blow"
2486.90, 22.78,"blow"
2522.12, 23.90,"blow"
2499.07, 22.65,"blow"
2474.77, 23.18,"blow"
2358.22, 20.49,"blow"
2021.13, 18.35,"blow"
140.58, 26.74,"nope"
110.77, 33.25,"nope"
110.13, 33.00,"nope"
118.60, 32.01,"nope"
159.82, 28.37,"nope"
144.16, 25.88,"nope"
117.11, 33.17,"nope"
125.72, 29.00,"nope"
144.46, 27.57,"nope"
147.11, 25.75,"nope"
150.50, 23.47,"nope"
140.87, 28.16,"nope"
180.78, 23.36,"nope"
141.57, 27.07,"nope"
114.48, 32.44,"nope"
149.63, 24.79,"nope"
162.27, 24.95,"nope"
1301.26, 13.22,"blow"
1909.38, 20.11,"blow"
2339.45, 21.67,"blow"
2225.76, 24.11,"blow"
2513.31, 23.20,"blow"
2464.87, 23.70,"blow"
2666.58, 23.18,"blow"
2306.40, 23.00,"blow"
1969.87, 19.51,"blow"
2416.88, 21.72,"blow"
2464.84, 21.94,"blow"
2353.73, 21.63,"blow"
2365.51, 26.01,"blow"
2290.46, 23.98,"blow"
1817.61, 19.69,"blow"
165.99, 29.26,"nope"
122.40, 30.46,"nope"
176.59, 30.64,"nope"
135.31, 30.11,"nope"
151.44, 26.81,"nope"
168.60, 26.99,"nope"
143.32, 31.18,"nope"
150.70, 29.86,"nope"
155.60, 31.86,"nope"
158.16, 24.95,"nope"
167.67, 26.62,"nope"
167.19, 32.12,"nope"
150.14, 25.90,"nope"
143.78, 29.20,"nope"
157.43, 28.68,"nope"
153.63, 25.28,"nope"
169.49, 23.27,"nope"
191.85, 26.11,"nope"
175.67, 27.04,"nope"
154.02, 25.81,"nope"
174.01, 24.42,"nope"
179.21, 30.54,"nope"
129.42, 29.81,"nope"
119.57, 34.21,"nope"
1212.44, 11.91,"blow"
1325.38, 15.38,"blow"
2142.02, 19.25,"blow"
1716.87, 15.50,"blow"
2015.55, 17.51,"blow"
1775.31, 21.26,"blow"
1914.75, 18.15,"blow"
1886.02, 17.69,"blow"
1895.29, 21.67,"blow"
1885.85, 19.57,"blow"
1955.41, 20.12,"blow"
2029.78, 20.37,"blow"
1994.78, 18.15,"blow"
2076.83, 21.77,"blow"
1706.11, 22.03,"blow"
1990.19, 22.18,"blow"
1723.30, 20.88,"blow"
2083.38, 20.28,"blow"
1755.04, 20.00,"blow"
1866.23, 20.71,"blow"
1768.91, 22.66,"blow"
1837.89, 22.54,"blow"
1661.59, 19.82,"blow"
1828.28, 18.46,"blow"
1818.56, 19.88,"blow"
1507.79, 21.68,"blow"
1734.54, 20.43,"blow"
554.79, 16.25,"nope"
175.74, 28.33,"nope"
154.77, 25.62,"nope"
147.80, 30.95,"nope"
162.14, 30.06,"nope"
132.69, 31.66,"nope"
147.01, 30.25,"nope"
206.70, 25.26,"nope"
1044.27, 13.59,"blow"
1827.75, 16.89,"blow"
1621.27, 19.12,"blow"
2125.48, 20.21,"blow"
2101.91, 21.44,"blow"
1965.30, 20.21,"blow"
1899.54, 20.00,"blow"
1376.77, 15.84,"blow"
2044.61, 21.91,"blow"
1532.75, 17.10,"blow"
2076.85, 19.94,"blow"
2046.26, 20.53,"blow"
1884.81, 21.68,"blow"
2145.51, 20.44,"blow"
2118.10, 20.41,"blow"
2230.34, 22.90,"blow"
2122.66, 20.20,"blow"
1926.17, 20.83,"blow"
2099.79, 21.41,"blow"
2052.08, 20.63,"blow"
2587.43, 23.77,"blow"
1970.84, 22.17,"blow"
1994.15, 18.34,"blow"
2424.52, 22.16,"blow"
2165.98, 22.03,"blow"
2421.31, 23.40,"blow"
2190.94, 21.51,"blow"
2209.37, 23.57,"blow"
2240.44, 25.10,"blow"
2522.02, 25.10,"blow"
2154.20, 22.22,"blow"
2140.66, 24.28,"blow"
213.89, 25.10,"nope"
153.78, 28.44,"nope"
160.49, 28.35,"nope"
181.18, 28.79,"nope"
206.88, 26.48,"nope"
213.63, 23.51,"nope"
170.79, 26.84,"nope"
195.08, 28.84,"nope"
174.48, 26.01,"nope"
164.74, 26.36,"nope"
1241.11, 14.67,"blow"
2072.73, 19.20,"blow"
2343.80, 19.78,"blow"
1144.87, 18.02,"blow"
1655.53, 21.38,"blow"
2049.65, 19.04,"blow"
2175.12, 20.66,"blow"
1989.18, 19.46,"blow"
2051.23, 18.30,"blow"
2146.71, 21.14,"blow"
1089.63, 15.61,"blow"
1865.84, 19.87,"blow"
1926.60, 18.78,"blow"
1585.66, 20.58,"blow"
1667.25, 16.39,"blow"
2036.82, 21.20,"blow"
1843.43, 18.59,"blow"
1579.80, 20.39,"blow"
2062.25, 21.82,"blow"
1666.89, 17.18,"blow"
1769.97, 18.74,"blow"
1757.32, 17.35,"blow"
1969.94, 19.42,"blow"
1989.58, 18.19,"blow"
1668.03, 19.70,"blow"
1957.79, 19.77,"blow"
1863.43, 19.50,"blow"
2434.66, 22.11,"blow"
1743.22, 16.95,"blow"
2131.68, 22.19,"blow"
1972.97, 20.47,"blow"
1867.17, 21.14,"blow"
268.73, 19.55,"nope"
166.48, 28.49,"nope"
169.77, 25.28,"nope"
177.05, 26.17,"nope"
151.37, 29.90,"nope"
216.80, 24.93,"nope"
184.65, 26.41,"nope"
173.32, 27.27,"nope"
162.44, 26.95,"nope"
155.44, 26.91,"nope"
173.90, 25.68,"nope"
167.75, 27.91,"nope"
1282.34, 21.30,"nope"
2325.38, 28.66,"nope"
178.03, 25.41,"nope"
160.00, 28.05,"nope"
186.42, 23.88,"nope"
166.50, 24.72,"nope"
155.67, 27.47,"nope"
161.57, 26.23,"nope"
179.28, 25.06,"nope"
168.69, 25.53,"nope"
166.33, 25.85,"nope"
147.86, 28.07,"nope"
181.33, 25.49,"nope"
168.44, 25.79,"nope"
1321.54, 21.76,"nope"
271.13, 20.90,"nope"
1087.11, 23.22,"nope"
1301.23, 20.70,"nope"
179.55, 24.56,"nope"
209.25, 22.47,"nope"
504.62, 13.15,"nope"
182.53, 23.19,"nope"
189.93, 23.21,"nope"
481.28, 16.92,"nope"
261.60, 23.88,"nope"
169.63, 26.43,"nope"
163.85, 27.48,"nope"
157.89, 28.13,"nope"
189.59, 23.01,"nope"
325.54, 15.97,"nope"
129.82, 28.86,"nope"
208.90, 26.75,"nope"
170.12, 27.88,"nope"
282.29, 21.55,"nope"
324.88, 19.46,"nope"
157.37, 27.63,"nope"
229.10, 22.40,"nope"
158.86, 27.13,"nope"
259.12, 19.14,"nope"
179.13, 25.85,"nope"
169.93, 27.47,"nope"
170.55, 28.17,"nope"
172.58, 27.75,"nope"
775.02, 16.06,"nope"
1468.53, 19.97,"nope"
832.04, 16.81,"nope"
931.32, 20.13,"nope"
646.87, 19.88,"nope"
630.20, 20.03,"nope"
580.87, 23.25,"nope"
932.22, 23.20,"nope"
469.31, 14.43,"nope"
401.76, 22.82,"nope"
1074.82, 23.58,"nope"
451.10, 24.75,"nope"
1115.55, 17.67,"nope"
912.61, 23.55,"nope"
224.82, 24.04,"nope"
927.75, 27.14,"nope"
117.92, 27.71,"nope"
146.82, 29.29,"nope"
1311.93, 19.97,"nope"
832.87, 17.56,"nope"
172.35, 23.82,"nope"
136.40, 28.83,"nope"
290.87, 19.59,"nope"
372.72, 26.02,"nope"
180.82, 25.30,"nope"
145.68, 27.11,"nope"
123.97, 29.02,"nope"
159.01, 27.98,"nope"
151.69, 27.96,"nope"
114.25, 28.69,"nope"
162.03, 26.92,"nope"
139.65, 28.07,"nope"
132.92, 29.54,"nope"
133.12, 28.25,"nope"
151.65, 27.50,"nope"
120.78, 29.98,"nope"
166.08, 28.57,"nope"
150.36, 27.18,"nope"
120.31, 28.94,"nope"
145.12, 26.26,"nope"
173.61, 26.68,"nope"
130.76, 27.69,"nope"
137.19, 28.26,"nope"
154.91, 27.47,"nope"
163.71, 28.22,"nope"
122.60, 27.96,"nope"
148.22, 26.75,"nope"
157.41, 27.14,"nope"
199.22, 21.72,"nope"
188.91, 23.57,"nope"
151.58, 25.06,"nope"
160.71, 25.81,"nope"
188.69, 22.02,"nope"
224.92, 22.46,"nope"
159.04, 24.27,"nope"
169.17, 26.03,"nope"
132.52, 25.98,"nope"
148.91, 26.56,"nope"
157.97, 25.71,"nope"
155.48, 26.73,"nope"
165.52, 25.68,"nope"
159.65, 25.28,"nope"
119.76, 28.59,"nope"
203.43, 21.37,"nope"
193.01, 23.10,"nope"
193.63, 24.36,"nope"
119.46, 26.29,"nope"
180.74, 25.16,"nope"
149.11, 26.54,"nope"
185.12, 23.62,"nope"
168.49, 24.15,"nope"
189.14, 25.53,"nope"
115.20, 27.42,"nope"
191.48, 25.78,"nope"
122.17, 28.53,"nope"
156.96, 26.25,"nope"
138.17, 28.17,"nope"
159.10, 26.94,"nope"
139.30, 27.69,"nope"
179.30, 24.54,"nope"
148.74, 24.66,"nope"
198.40, 22.22,"nope"
161.77, 24.34,"nope"
341.28, 23.97,"nope"
859.05, 22.14,"nope"
675.70, 25.08,"nope"
641.12, 16.55,"nope"
617.62, 21.57,"nope"
1048.42, 15.52,"nope"
302.45, 21.33,"nope"
1150.46, 16.85,"nope"
210.55, 26.43,"nope"
445.56, 18.40,"nope"
129.21, 27.69,"nope"
684.69, 16.76,"nope"
841.47, 20.45,"nope"
496.39, 19.64,"nope"
242.56, 20.90,"nope"
1479.28, 23.08,"nope"
913.07, 21.88,"nope"
187.03, 24.41,"nope"
155.61, 23.57,"nope"
168.08, 25.56,"nope"
156.97, 26.53,"nope"
178.85, 24.73,"nope"
140.73, 25.98,"nope"
138.12, 28.13,"nope"
169.86, 26.10,"nope"
158.65, 25.11,"nope"
164.80, 26.63,"nope"
128.24, 27.66,"nope"
160.27, 27.48,"nope"
203.04, 22.41,"nope"
140.90, 25.92,"nope"
200.09, 23.75,"nope"
179.29, 22.32,"nope"
178.86, 24.96,"nope"
163.93, 24.49,"nope"
792.80, 15.02,"nope"
1090.17, 23.03,"nope"
1110.38, 20.41,"nope"
428.04, 19.53,"nope"
786.87, 25.07,"nope"
787.76, 25.67,"nope"
786.05, 19.59,"nope"
864.44, 20.07,"nope"
876.94, 19.51,"nope"
1262.74, 17.85,"nope"
1381.70, 21.90,"nope"
595.37, 23.40,"nope"
666.28, 20.83,"nope"
925.03, 23.23,"nope"
1030.36, 21.57,"nope"
1088.84, 17.65,"nope"
1087.23, 18.67,"nope"
697.25, 20.04,"nope"
1059.70, 21.26,"nope"
1365.27, 22.07,"nope"
2042.30, 20.07,"nope"
554.52, 22.50,"nope"
1119.77, 16.99,"nope"
945.09, 22.10,"nope"
1231.19, 16.31,"nope"
1041.00, 20.90,"nope"
563.99, 21.35,"nope"
1232.86, 16.50,"nope"
824.67, 17.16,"nope"
737.95, 14.98,"nope"
1318.26, 21.67,"nope"
1525.88, 19.74,"nope"
701.27, 23.62,"nope"
612.37, 23.76,"nope"
193.25, 23.20,"nope"
1747.38, 25.42,"nope"
1280.01, 21.77,"nope"
176.15, 27.43,"nope"
153.13, 24.86,"nope"
169.44, 25.49,"nope"
541.48, 21.69,"nope"
440.59, 17.15,"nope"
310.42, 20.26,"nope"
1141.31, 21.17,"nope"
170.31, 22.03,"nope"
150.01, 28.40,"nope"
167.02, 27.11,"nope"
147.97, 26.42,"nope"
160.70, 27.63,"nope"
173.97, 27.23,"nope"
173.54, 26.77,"nope"
170.22, 26.72,"nope"
129.28, 28.83,"nope"
135.84, 28.50,"nope"
181.66, 24.17,"nope"
169.91, 25.47,"nope"
150.93, 28.36,"nope"
131.21, 30.40,"nope"
166.11, 28.56,"nope"
151.76, 27.98,"nope"
149.82, 29.80,"nope"
144.97, 29.18,"nope"
144.26, 28.28,"nope"
6.81,26.87,"nope"
6.86,27.78,"nope"
6.54,27.48,"nope"
6.91,28.39,"nope"
6.93,29.40,"nope"
8.55,28.26,"nope"
7.73,30.09,"nope"
7.80,26.33,"nope"
13.25,21.87,"nope"
12.57,20.08,"nope"
9.12,26.29,"nope"
7.25,28.78,"nope"
7.57,25.85,"nope"
6.95,26.95,"nope"
7.93,28.55,"nope"
6.76,29.00,"nope"
7.36,27.52,"nope"
8.14,26.40,"nope"
21.36,22.64,"nope"
14.62,22.88,"nope"
8.69,24.61,"nope"
7.44,28.37,"nope"
6.79,27.84,"nope"
8.09,28.56,"nope"
7.99,27.59,"nope"
6.52,27.80,"nope"
146.04,26.36,"nope"
217.69,18.60,"nope"
383.22,14.04,"nope"
393.38,14.55,"nope"
961.41,19.11,"nope"
8.41,23.17,"nope"
15.96,21.55,"nope"
14.13,16.58,"nope"
24.35,15.53,"nope"
10.09,25.34,"nope"
8.25,24.33,"nope"
8.77,28.00,"nope"
7.46,28.18,"nope"
14.07,20.27,"nope"
11.17,20.66,"nope"
18.87,19.67,"nope"
12.01,22.50,"nope"
14.43,20.46,"nope"
21.26,18.20,"nope"
12.42,20.75,"nope"
8.67,24.31,"nope"
7.05,27.53,"nope"
8.44,28.59,"nope"
7.60,24.01,"nope"
8.13,25.26,"nope"
6.97,27.45,"nope"
38.36,18.68,"nope"
12.01,19.99,"nope"
10.78,22.70,"nope"
17.75,14.96,"nope"
15.60,17.67,"nope"
8.53,26.75,"nope"
43.92,12.87,"nope"
22.13,17.55,"nope"
18.74,16.13,"nope"
10.40,20.85,"nope"
7.51,28.99,"nope"
7.62,31.73,"nope"
8.73,21.98,"nope"
8.79,21.59,"nope"
14.16,15.84,"nope"
8.11,27.73,"nope"
10.04,24.11,"nope"
11.95,20.02,"nope"
18.28,18.33,"nope"
17.79,19.90,"nope"
10.93,22.72,"nope"
14.33,21.17,"nope"
9.75,27.17,"nope"
9.27,24.49,"nope"
6.82,25.53,"nope"
7.53,24.27,"nope"
12.71,25.75,"nope"
13.09,20.18,"nope"
22.45,16.09,"nope"
26.09,16.54,"nope"
10.83,23.43,"nope"
8.34,27.44,"nope"
6.72,27.84,"nope"
6.45,27.63,"nope"
6.74,27.28,"nope"
7.99,28.83,"nope"
9.28,25.63,"nope"
14.67,26.04,"nope"
7.11,24.91,"nope"
8.60,28.13,"nope"
6.26,28.58,"nope"
7.45,26.92,"nope"
6.44,28.98,"nope"
8.70,29.35,"nope"
6.18,24.69,"nope"
6.31,28.64,"nope"
8.34,26.44,"nope"
6.10,27.05,"nope"
9.36,26.45,"nope"
6.59,28.82,"nope"
6.16,28.17,"nope"
6.76,25.84,"nope"
6.54,27.75,"nope"
8.74,30.19,"nope"
7.13,26.86,"nope"
7.67,27.36,"nope"
8.17,26.70,"nope"
7.24,26.68,"nope"
6.44,28.75,"nope"
8.07,27.10,"nope"
6.57,27.02,"nope"
8.62,24.80,"nope"
7.01,26.85,"nope"
7.12,27.34,"nope"
6.62,29.90,"nope"
6.25,25.75,"nope"
7.83,24.95,"nope"
6.19,24.47,"nope"
6.98,27.13,"nope"
8.83,24.55,"nope"
6.56,27.87,"nope"
8.84,26.11,"nope"
7.86,28.97,"nope"
6.21,28.09,"nope"
7.00,28.45,"nope"
6.58,26.75,"nope"
7.15,28.19,"nope"
14.56,29.41,"suck"
30.38,32.23,"suck"
31.58,36.86,"suck"
42.47,33.52,"suck"
37.73,34.45,"suck"
52.94,33.06,"suck"
67.95,31.58,"suck"
61.96,35.03,"suck"
73.84,31.26,"suck"
69.24,34.22,"suck"
53.88,34.13,"suck"
83.75,34.66,"suck"
78.35,31.49,"suck"
75.55,33.66,"suck"
89.11,34.35,"suck"
113.84,35.57,"suck"
109.68,35.60,"suck"
99.72,32.25,"suck"
96.18,37.03,"suck"
114.88,33.64,"suck"
90.94,38.93,"suck"
107.65,34.30,"suck"
105.50,34.29,"suck"
110.52,33.45,"suck"
132.52,35.40,"suck"
150.17,35.65,"suck"
148.95,36.83,"suck"
173.45,35.19,"suck"
246.04,38.10,"suck"
339.14,38.14,"suck"
327.86,36.58,"suck"
299.73,34.76,"suck"
7.05,26.75,"nope"
7.60,26.94,"nope"
8.30,25.60,"nope"
6.49,28.69,"nope"
7.85,28.05,"nope"
7.72,26.72,"nope"
7.32,26.94,"nope"
7.39,28.58,"nope"
7.45,27.93,"nope"
7.20,24.89,"nope"
7.44,28.30,"nope"
7.86,29.07,"nope"
6.88,27.44,"nope"
6.39,27.76,"nope"
8.31,25.82,"nope"
6.70,27.97,"nope"
6.62,28.44,"nope"
7.78,29.59,"nope"
6.65,25.54,"nope"
8.66,26.10,"nope"
7.42,25.89,"nope"
7.95,25.73,"nope"
7.51,25.71,"nope"
7.54,25.86,"nope"
7.10,29.21,"nope"
6.51,28.98,"nope"
5.61,26.92,"nope"
6.75,28.38,"nope"
7.91,29.45,"nope"
6.76,29.36,"nope"
7.03,26.26,"nope"
7.43,26.47,"nope"
8.15,27.46,"nope"
7.36,26.70,"nope"
7.87,28.06,"nope"
7.12,27.20,"nope"
7.61,26.96,"nope"
8.41,26.54,"nope"
7.20,27.40,"nope"
8.95,24.16,"nope"
16.13,15.24,"nope"
8.15,27.60,"nope"
7.77,26.00,"nope"
6.40,28.25,"nope"
6.86,26.33,"nope"
102.85,31.66,"suck"
155.71,33.46,"suck"
108.97,34.93,"suck"
138.05,36.13,"suck"
151.75,35.00,"suck"
155.34,37.31,"suck"
185.12,36.59,"suck"
208.09,34.45,"suck"
331.24,36.08,"suck"
362.39,35.67,"suck"
336.43,34.15,"suck"
382.30,35.67,"suck"
316.32,36.78,"suck"
299.61,35.32,"suck"
352.31,34.93,"suck"
8.88,29.14,"nope"
7.41,29.02,"nope"
6.90,27.32,"nope"
6.71,28.74,"nope"
7.73,25.98,"nope"
6.44,28.02,"nope"
7.55,27.95,"nope"
6.85,24.79,"nope"
6.78,30.33,"nope"
7.04,27.17,"nope"
7.50,26.29,"nope"
7.86,28.94,"nope"
7.05,24.53,"nope"
9.01,29.95,"nope"
6.48,27.37,"nope"
7.26,26.51,"nope"
6.93,28.37,"nope"
7.04,27.47,"nope"
8.02,25.65,"nope"
7.53,25.74,"nope"
8.51,25.23,"nope"
7.20,27.99,"nope"
8.62,27.04,"nope"
7.73,30.07,"nope"
7.32,27.09,"nope"
7.10,28.25,"nope"
7.14,27.98,"nope"
7.71,26.19,"nope"
8.61,26.15,"nope"
7.07,27.53,"nope"
6.55,29.28,"nope"
8.13,25.89,"nope"
6.69,27.59,"nope"
7.11,27.65,"nope"
6.52,25.78,"nope"
7.76,29.71,"nope"
